class,text,clean_tweet,Hash words
1,"I told that bitch IDGAF about a Benz, bitch!","i told bitch idgaf benz, bitch!",No hashtags
1,"I told that chick tell the truth, if you the realest bitch i ever met then show me some proof","i told chick tell truth, realest bitch ever met show proof",No hashtags
1,"I told that little bitch ass nigga, ""do it look like I'm about to eat your gun charge?"" I'll slap you and your hoe ass lawyer.","i told littl bitch as nigga, ""do look like i'm eat gun charge?"" i'll slap hoe as lawyer.",No hashtags
1,I told y'all he was going to do that shit u.# pussy boy,i told y'all go shit u.# pussi boy,No hashtags
2,"I took 2 ""Rebel vs. Yankee"" tests (40 questions, accents, word usage) and scored a total % of 47.5% Rebel vs. 52.5% Yankee in southern Pa.","i took 2 ""rebel vs. yankee"" test (40 questions, accents, word usage) score total % 47.5% rebel vs. 52.5% yanke southern pa.",No hashtags
2,I traveled back in time to Middle-earth and crept up on my enemy. I slit the hobbit's throat and by reflex vomited into my trembling hand.,i travel back time middle-earth crept enemy. i slit hobbit' throat reflex vomit trembl hand.,No hashtags
1,I treat my bitches with respect,i treat bitch respect,No hashtags
1,I tried calling my sorry ass cousin @MsParka1 for her 27th bday. But the hoe ain't answer like always. She too big time these days lol,i tri call sorri as cousin 27th bday. but hoe ain't answer like always. she big time day lol,No hashtags
1,"I try and get back into anime but I swear every show revolves around either teenage girls, or the boys who are too pussy to talk to them","i tri get back anim i swear everi show revolv around either teenag girls, boy pussi talk",No hashtags
1,"I try to pass him up, get in carpool passing him he's just looking at me like I'm playing a game do I waved hi idgaf don't fuck w/ me bitch","i tri pa up, get carpool pass he' look like i'm play game i wave hi idgaf fuck w/ bitch",No hashtags
1,I turn Cassey to a nasty hoe Rihanna to a classy hoe,i turn cassey nasti hoe rihanna classi hoe,No hashtags
1,"I turn bitches gay, they think all the other bitches can fuck like me.","i turn bitch gay, think bitch fuck like me.",No hashtags
1,"I turned on the BET awards for 10 seconds, and got to witness random bitches getting drunk, and D-Wade dancing to R-Kelly.","i turn bet award 10 seconds, got wit random bitch get drunk, d-wade danc r-kelly.",No hashtags
2,I uploaded a @YouTube video http://t.co/8rLE3JNr GOProud Makes Money Out of Twinkie Crisis in Free Market Spirit,i upload video http://t.co/8rle3jnr goproud make money out twinki crisi free market spirit,No hashtags
2,"I uploaded a @YouTube video http://t.co/JHUuZpgr UPDATE ON UGANDA ANTI-GAY BILL: Freemasonry, Anglo-American Influence, and","i upload video http://t.co/jhuuzpgr updat on uganda anti-gay bill: freemasonry, anglo-american influence,",No hashtags
1,I use to wanna fuck that bitch but not no mo!,i use wanna fuck bitch mo!,No hashtags
2,I used to chug vodka and orange juice. I also used to chug vodka and gatorade... I used to chug vodka.,i use chug vodka orang juice. i also use chug vodka gatorade... i use chug vodka.,No hashtags
2,"I used to get GRs a lot, tho. maybe that's why my soles cracked so much... http://t.co/lRCb0vabiG","i use get gr lot, tho. mayb that' sol crack much... http://t.co/lrcb0vabig",No hashtags
2,I used to picture him coming up the wadi to FOB Sharana with a barrel of brandy for me @iiarwatch,i use pictur come wadi fob sharana barrel brandi,No hashtags
1,I used to think that bitch was bad ... But not no moe !,i use think bitch bad ... but moe !,No hashtags
1,I wake up every morning wishing a bitch would.,i wake everi morn wish bitch would.,No hashtags
1,"I wan do a mixtape... ""pussy an cinnamon rolls""","i wan mixtape... ""pussi cinnamon rolls""",No hashtags
1,I wanna apologize for being such a bitch the other day.. But the way my emotions are set up..,i wanna apolog bitch day.. but way emot set up..,No hashtags
1,I wanna be around bitches &amp; have fun &#128556;,i wanna around bitch &amp; fun &#128556;,No hashtags
1,I wanna be someone's bitch ass boyfriend right now . But that just me head playin games on ya boi,i wanna someone' bitch as boyfriend right . but head playin game ya boi,No hashtags
1,I wanna buy my bitch every bag,i wanna buy bitch everi bag,No hashtags
1,I wanna cut my hair but I'm too busy being a bitch about it.,i wanna cut hair i'm busi bitch it.,No hashtags
1,I wanna eat the fuck u talking bout then bitch!,i wanna eat fuck u talk bout bitch!,No hashtags
1,I wanna experience that late 30s &amp; early 40s pussy,i wanna experi late 30 &amp; earli 40 pussi,No hashtags
1,I wanna get this hoe on my arm with a diamond coming out of the cloud..&#9729;&#65039;&#128142; #RIPRICK http://t.co/Kdy74OHUtw,i wanna get hoe arm diamond come cloud..&#9729;&#65039;&#128142; #riprick http://t.co/kdy74ohutw,#RIPRICK
2,I wanna go to a trash talk concert,i wanna go trash talk concert,No hashtags
1,"I wanna see some ass clapping, legs shaking, i wan see a bitch get on they head fa dese BEATs...","i wanna see as clapping, leg shaking, wan see bitch get head fa dese beats...",No hashtags
2,I wanna try pot brownies.,i wanna tri pot brownies.,No hashtags
2,I want Oreos!! Who can help me,i want oreos!! who help,No hashtags
2,I want a cowboy killer,i want cowboy killer,No hashtags
2,I want a four loco right now so I can chug it and go straight to sleep.,i want four loco right i chug go straight sleep.,No hashtags
1,I want a girl whose pussy smells like tuna,i want girl whose pussi smell like tuna,No hashtags
2,I want a slope job so I can get away from everything and be by myself for two weeks. I hate being around people unless they are my friends.,i want slope job i get away everyth two weeks. i hate around peopl unless friends.,No hashtags
1,I want all my hoes back,i want hoe back,No hashtags
1,I want me a coon ass girl lol,i want coon as girl lol,No hashtags
1,"I want my bitch to answer if my ex calling, with my dick in her mouth","i want bitch answer ex calling, dick mouth",No hashtags
1,"I want one ae yous to start something with me tbh, but yous are aw pussy #shame","i want one ae you start someth tbh, you aw pussi #shame",#shame
2,"I want some cookies, brownies and ice cream. &#128523;","i want cookies, browni ice cream. &#128523;",No hashtags
1,"I want some fire crackers not the baby ass fire works, Does Az have fire crackers ???","i want fire cracker babi as fire works, doe az fire cracker ???",No hashtags
2,I want some monkey bread &#128553;&#128588;,i want monkey bread &#128553;&#128588;,No hashtags
2,I want some monkey bread.,i want monkey bread.,No hashtags
1,I want to be as independent as soon as i can. I don't like depending on people. Makes me feel like a bitch.,i want independ soon can. i like depend people. make feel like bitch.,No hashtags
1,I want to beat this bitches ass soooo bad,i want beat bitch as soooo bad,No hashtags
2,I want to go to the pumpkin patch but the love birds will make it a date and then the rest of us will be uncomfortable.,i want go pumpkin patch love bird make date rest u uncomfortable.,No hashtags
1,I want to paint but faggot won't paint with me...,i want paint faggot paint me...,No hashtags
1,I want to square up with all these hoes.,i want squar hoes.,No hashtags
1,I want yo bitch I go get her I smashed er now she won't let up,i want yo bitch i go get i smash er let,No hashtags
1,"I was a huge tomboy. Like, I had barbies, but only because my ninja turtles needed bitches. #truth","i huge tomboy. like, i barbies, ninja turtl need bitches. #truth",#truth
1,I was a made nicca when I was a young nicca,i made nicca i young nicca,No hashtags
2,"I was accused of never taking a full front face shot, so here is one. No slant or angle or nothing. :) http://t.co/yCuVyPV1n0","i accus never take full front face shot, one. no slant angl nothing. :) http://t.co/ycuvypv1n0",No hashtags
1,I was at a red light on decatur &amp; lake mead &amp; some bitch that knew me was too happy to see me&#128514;like bitch was finna get in my passenger seat,i red light decatur &amp; lake mead &amp; bitch knew happi see me&#128514;lik bitch finna get passeng seat,No hashtags
1,I was at my bf grandma house today goin through old albums and his grandpa had naked pics of his side hos from the 50's &#128514;&#128553;,i bf grandma hous today goin old album grandpa nake pic side ho 50' &#128514;&#128553;,No hashtags
1,I was damn near flossing with the bitch's tampon string. Awful &#8220;@TaeCocky: Have anything stopped you from eating pussy? If so what was it?&#8221;,i damn near floss bitch' tampon string. aw &#8220;@taecocky: have anyth stop eat pussy? if it?&#8221;,No hashtags
1,"I was eating &amp; my mom gon say ""damn calm down"" TF bitch I am CALM","i eat &amp; mom gon say ""damn calm down"" tf bitch i calm",No hashtags
1,"I was feelin her About a week Agoooo, Now? She just a silly hoe....Silly hoe &#128175;&#128175;&#9995;","i feelin about week agoooo, now? she silli hoe....silli hoe &#128175;&#128175;&#9995;",No hashtags
2,"I was flying down the slope and just rammed into this small Asian boy, kid got up like a champ and walked it off","i fli slope ram small asian boy, kid got like champ walk",No hashtags
1,I was getting to the business while you was chasing the bitches,i get busi chase bitch,No hashtags
1,"I was given the same number as Mean Joe Greene in high school but was never as tough as that son of a bitch.
#Respect",i given number mean joe green high school never tough son bitch. #respect,#Respect
1,I was gonna put &#8220;I wanna eat the pussy like a Saiyan&#8221; in her mentions but they&#8217;re savage enough.,i gonna put &#8220;i wanna eat pussi like saiyan&#8221; mention they&#8217;r savag enough.,No hashtags
1,I was grown by the time I turned 16 wit only my grandma nigguh,i grown time i turn 16 wit grandma nigguh,No hashtags
1,I was gunna eat the pussy but I'm on a diet !,i gunna eat pussi i'm diet !,No hashtags
2,I was in love with Charlie &#128553;,i love charli &#128553;,No hashtags
1,"I was in the 9 grade and this bitch said something and I went off about her momma and her. She was like ""I'm adopted""","i 9 grade bitch said someth i went momma her. she like ""i'm adopted""",No hashtags
1,I was in the club and there was this good lookin bitch. ..she had gold teeth tho. I was confused smh,i club good lookin bitch. ..she gold teeth tho. i confus smh,No hashtags
2,I was informed about a bird (pheonix) today that I could not find a physical image of.All paintings.Mythological or extinct?,i inform bird (pheonix) today i could find physic imag of.al paintings.mytholog extinct?,No hashtags
1,"I was kidding guys I don't have hoes, don't let @Lov3Tadaisha lie to y'all.","i kid guy i hoes, let lie y'all.",No hashtags
1,"I was literally ""trappin"" when Drake dropped that ""Take a bitch from any nigga, that's what we do!"" line. I can taste the Hennessey now","i liter ""trappin"" drake drop ""take bitch nigga, that' do!"" line. i tast hennessey",No hashtags
1,I was lookin like &#128563; when dem niccas told me dat shit,i lookin like &#128563; dem nicca told dat shit,No hashtags
1,"I was playing music in the kitchen and now my mom keeps asking Tony ""Why give a bitch your heart when she rather have a purse?""","i play music kitchen mom keep ask toni ""whi give bitch heart rather purse?""",No hashtags
1,"I was smoking a blunt outside and these nasty country bitches jumped into the lake , naked &#128514;&#128514;&#128514; that lake is nasty as fuck &#128567;","i smoke blunt outsid nasti countri bitch jump lake , nake &#128514;&#128514;&#128514; lake nasti fuck &#128567;",No hashtags
1,I was such a pussy back then lol like its crazy,i pussi back lol like crazi,No hashtags
2,I was told never fold &amp; never sell my sole,i told never fold &amp; never sell sole,No hashtags
1,I was trying fuck something today and this bitch want lie talking bout his brother was on his phone. Lmfao I feel played.,i tri fuck someth today bitch want lie talk bout brother phone. lmfao i feel played.,No hashtags
1,I was with a bitch with a mustash for a year and a half? Wtf is wrong itch me,i bitch mustash year half? wtf wrong itch,No hashtags
1,"I was working hard as a bitch today, i deserve a reward.","i work hard bitch today, deserv reward.",No hashtags
1,I wasn't born last night I know these hoes ain't right,i born last night i know hoe ain't right,No hashtags
1,"I wasn't born last night, I know these hoes ain't right","i born last night, i know hoe ain't right",No hashtags
1,"I wasn't born lastnight , I know theses hoes ain't right &#128080;","i born lastnight , i know thesi hoe ain't right &#128080;",No hashtags
0,"I wasn't calling you a faggot, but you are one lol.","i call faggot, one lol.",No hashtags
1,"I watched one and a bitch holding the camera said ""yall need to hurry up...my battery's about to die!"" NOOOOO!","i watch one bitch hold camera said ""yall need hurri up...mi battery' die!"" nooooo!",No hashtags
1,I well fuck yu too bitch !,i well fuck yu bitch !,No hashtags
1,I went from smart car to a bitch with some smart lips.,i went smart car bitch smart lips.,No hashtags
2,I went outside and got mad bc this weather is trash,i went outsid got mad bc weather trash,No hashtags
2,"I went to see This is Where I Leave You, at a movie theater with tables and real food! It was fun. I ordered a brownie dessert. :P","i went see thi where i leav you, movi theater tabl real food! it fun. i order browni dessert. :p",No hashtags
2,"I wept when #ThurmanMunson died, and I weep 35 years later. #Captain #Yankees","i wept #thurmanmunson died, i weep 35 year later. #captain #yanke",#ThurmanMunson #Captain #Yankees
1,I will beat a bitch ass tf,i beat bitch as tf,No hashtags
1,I will eat these hoes alive &#128175;&#128175;&#128175;&#128567; http://t.co/R4LW4KKfr1,i eat hoe aliv &#128175;&#128175;&#128175;&#128567; http://t.co/r4lw4kkfr1,No hashtags
1,"I will literally never get home, this shit is retarded","i liter never get home, shit retard",No hashtags
1,I will not leave my nigga but you can be my bitch too #idgt &#128526;&#128175;&#128074; http://t.co/EXJvKjcXEZ,i leav nigga bitch #idgt &#128526;&#128175;&#128074; http://t.co/exjvkjcxez,#idgt
1,I wish @joederosacomedy didnt block me long ago for calling him a pussy so I could call him a pussy again and get blocked a second time.,i wish didnt block long ago call pussi i could call pussi get block second time.,No hashtags
1,I wish I could go to dat bitch rt,i wish i could go dat bitch rt,No hashtags
1,"I wish I could mute Rice Krispies, but instead them bitches ""Snap Crackling &amp; Popping..ain't that some shit.","i wish i could mute rice krispies, instead bitch ""snap crackl &amp; popping..ain't shit.",No hashtags
1,I wish I could punch the 14 year old me for being such a thirsty bitch,i wish i could punch 14 year old thirsti bitch,No hashtags
1,I wish I had a reason to buy a suit for a wedding but clearly bitches dont know what those are.,i wish i reason buy suit wed clearli bitch dont know are.,No hashtags
1,I wish I never met that bitch bro on god,i wish i never met bitch bro god,No hashtags
1,I wish I smoked so I could hit more smoker loser hoes,i wish i smoke i could hit smoker loser hoe,No hashtags
1,I wish I would argue with a nigga or a bitch imma just laugh at ya ass,i wish i would argu nigga bitch imma laugh ya as,No hashtags
1,"I wish Tinder would quit showing me all these broads with that retarded L gesture. 
They're not smart enough to procreate with me. #BBN",i wish tinder would quit show broad retard l gesture. they'r smart enough procreat me. #bbn,#BBN
1,I wish Young Thug made past me the hookah and kept garbage ass tyga out that bitch,i wish young thug made past hookah kept garbag as tyga bitch,No hashtags
1,I wish a bitch COULD,i wish bitch could,No hashtags
1,I wish a bitch would,i wish bitch would,No hashtags
1,I wish a nigguh would try this clown shit in w.o.h.s http://t.co/uCSKIwfg10,i wish nigguh would tri clown shit w.o.h. http://t.co/ucskiwfg10,No hashtags
1,I wish alot more females would tweet about sucking dick. Im tired of me and Twitter niggas tweeting about eating pussy. We need balance!!!,i wish alot femal would tweet suck dick. im tire twitter nigga tweet eat pussy. we need balance!!!,No hashtags
1,I wish bitches would be straight up wit their friends and tell em they look ugly when they really do and not say they cute &#128530; smh,i wish bitch would straight wit friend tell em look ugli realli say cute &#128530; smh,No hashtags
1,I wish everyone I knew wasn't a faggot a try hard or a sketchball,i wish everyon i knew faggot tri hard sketchbal,No hashtags
0,"I wish faggots like @tyga would stop making music, rack city was fucking awful. Get the fuck outta michigan.","i wish faggot like would stop make music, rack citi fuck awful. get fuck outta michigan.",No hashtags
1,I wish hoes didn't bore me....I wouldn't have this problem and would shop at hoes r us every day...,i wish hoe bore me....i problem would shop hoe r u everi day...,No hashtags
1,"I wish my bitch ass mother would give me my 5grand for.child support, fuckin bitch","i wish bitch as mother would give 5grand for.child support, fuckin bitch",No hashtags
1,I wish my brother would stop bringing dirty bitches in my house,i wish brother would stop bring dirti bitch hous,No hashtags
1,I wish people could just be straight up with me. Don't be a fake bitch to me because I'm not a fake bitch to you. Or anyone actually.,i wish peopl could straight me. don't fake bitch i'm fake bitch you. or anyon actually.,No hashtags
1,I wish ppl would learn how tf to stay out my business I'm a grown ass man . I go where I please . Mind your damn business bitch,i wish ppl would learn tf stay busi i'm grown as man . i go i pleas . mind damn busi bitch,No hashtags
1,"I wish twitter had a ""stalk this bitch"" button","i wish twitter ""stalk bitch"" button",No hashtags
1,I wish ya nighas stressed ya kids like ya stress these lame bitches.,i wish ya nigha stress ya kid like ya stress lame bitches.,No hashtags
1,"I wish, I wish, I wish, I wish, I wish, I wish a bitch would.. Cept she already did, gonna have to handle this &#128522;","i wish, i wish, i wish, i wish, i wish, i wish bitch would.. cept alreadi did, gonna handl &#128522;",No hashtags
1,I witnessed Ace hoe soo many niggas at the gardens growing up &#128514;&#128514;&#128514; I'm talking strong armed hoein too &#128170;,i wit ace hoe soo mani nigga garden grow &#128514;&#128514;&#128514; i'm talk strong arm hoein &#128170;,No hashtags
1,I wnna go to ihop bitch,i wnna go ihop bitch,No hashtags
1,"I woke up and she was already pregnant, fuck dat bitch &#128514;","i woke alreadi pregnant, fuck dat bitch &#128514;",No hashtags
1,I woke up in a bed full of bitches that I ain't eeeen fuckin,i woke bed full bitch i ain't eeeen fuckin,No hashtags
1,I woke up in a bed full of bitches that I ain't even fuckin,i woke bed full bitch i ain't even fuckin,No hashtags
1,I won't do nothin with the bitch she can't even get me hard,i nothin bitch can't even get hard,No hashtags
1,I won't say how many bitches I fucked but i might say how many 100s I touched &#128178;&#128178;&#128178;,i say mani bitch i fuck might say mani 100 i touch &#128178;&#128178;&#128178;,No hashtags
1,I won't trust a bitch &#128581;,i trust bitch &#128581;,No hashtags
2,I wonder how many Yankee fans are hurt that Derek Jeter is out until after the all star break lmao &#128514;,i wonder mani yanke fan hurt derek jeter star break lmao &#128514;,No hashtags
1,"I wonder if Philly fans aren't aware that they are complete cunts, or they ARE aware, but are just ok with it.","i wonder philli fan awar complet cunts, are aware, ok it.",No hashtags
0,"I wonder if that Latino strategy is working?@TPM: GOPer doubles down on ""wetbacks"" but backpedals on ""shoot on sight"" http://t.co/QwlPxxsUIb","i wonder latino strategi working?@tpm: goper doubl ""wetbacks"" backped ""shoot sight"" http://t.co/qwlpxxsuib",No hashtags
1,I wonder if that bitch dead yet,i wonder bitch dead yet,No hashtags
1,"I wonder if there's ever a day in my sisters life that she's ever not a complete and utter bitch, or if she saves it special just for me&#8230;","i wonder there' ever day sister life ever complet utter bitch, save special me&#8230;",No hashtags
1,I wonder if twitter didnt allow pictures and avi's how many followers yall would really have ... Cus yall bitches dont be talkin bout shit &#128514;,i wonder twitter didnt allow pictur avi' mani follow yall would realli ... cu yall bitch dont talkin bout shit &#128514;,No hashtags
1,"I wonder when twerking dies, what will all the hoes that became World Star famous lives be like? #wherearetheynow?","i wonder twerk dies, hoe becam world star famou life like? #wherearetheynow?",#wherearetheynow?
1,I wonder where all these bitches I got at ?,i wonder bitch i got ?,No hashtags
1,"I wonder who wrote that blog... Either a hoe dat let a few of them niggas beat to no avail, or a bitch nigga who hoe let a few of em beat","i wonder wrote blog... either hoe dat let nigga beat avail, bitch nigga hoe let em beat",No hashtags
2,"I would bitch about the weather being bipolar, but I'm just gonna appreciate how nice it is instead","i would bitch weather bipolar, i'm gonna appreci nice instead",No hashtags
1,"I would call you a bitch, but that's frowned upon.","i would call bitch, that' frown upon.",No hashtags
1,I would commit the rest of my gay life to being a complete 100% submissive bottom if I could be Zac Efron's bitch. #NoShame #gayboyproblems,i would commit rest gay life complet 100% submiss bottom i could zac efron' bitch. #nosham #gayboyproblem,#NoShame #gayboyproblems
1,I would def call Dwight a cradle robbing faggot if I were Kobe.,i would def call dwight cradl rob faggot i kobe.,No hashtags
2,I would describe @whatupag's work as blaxican.,i would describ work blaxican.,No hashtags
1,I would leave my crib and go somewhere but I'm pretty sure I'll die cause if my bitch ass car sliding everywhere,i would leav crib go somewher i'm pretti sure i'll die caus bitch as car slide everywher,No hashtags
0,"I would like to apologize to anyone I have called fat, stupid, gay, nigger, jew or retarded. I am truly sorry.... 

JK 

Just trolling

Fags","i would like apolog anyon i call fat, stupid, gay, nigger, jew retarded. i truli sorry.... jk just troll fag",No hashtags
2,"I would like to test and see how long your tongue really is, my lady. [eggplant emoji] @Tinashe","i would like test see long tongu realli is, lady. [eggplant emoji]",No hashtags
1,I would love to give this bitch some act right juice lol,i would love give bitch act right juic lol,No hashtags
1,I would love to not be hit with the jig for once in my fucking life,i would love hit jig fuck life,No hashtags
1,I would never fight a nigga for vagina...that's what hoes do lmao,i would never fight nigga vagina...that' hoe lmao,No hashtags
1,I would never hit a woman but I would slap a hoe,i would never hit woman i would slap hoe,No hashtags
1,I would probably still feel bad if you weren't such a bitch about it...,i would probabl still feel bad bitch it...,No hashtags
2,"I would went in on that ref hell, with a post game interview saying he called me sad and trash.","i would went ref hell, post game interview say call sad trash.",No hashtags
1,I wouldn't be acting like a crazy bitch if you just told me what the hell goes on in your head,i act like crazi bitch told hell go head,No hashtags
1,I wouldn't fuk a lot of u bitches .. #RealTalk,i fuk lot u bitch .. #realtalk,#RealTalk
1,I wouldn't last in prison... Them bitches would eat me alive...,i last prison... them bitch would eat alive...,No hashtags
1,I wouldn't want my girl showing her goodies to every niggah &#128530;&#9995;,i want girl show goodi everi niggah &#128530;&#9995;,No hashtags
1,"I""M THE MOTHER FUCKIN"" #UGLY&gt; #badguy&gt; #bitches&gt; #EliWallach TYPE SHIT #BreakingBad is a joke about #noose RIGS #LeeVanCleef #sports&gt;","i""m the mother fuckin"" #ugly&gt; #badguy&gt; #bitches&gt; #eliwallach type shit #breakingbad joke #noos rig #leevancleef #sports&gt;",#UGLY&gt; #badguy&gt; #bitches&gt; #EliWallach #BreakingBad #noose #LeeVanCleef #sports&gt;
1,"I&#65533;m tough, ambitious and I know exactly what I want. If that makes me a bitch, then okay.","i&#65533;m tough, ambiti i know exactli i want. if make bitch, okay.",No hashtags
1,I&#8217;ll gladly be a victim RT @MafiosoRo: Then im a felon RT @BIGOBUNDLES: A bitch over 200lbs riding ur face is attempted murder &#128555;&#128555;,i&#8217;ll gladli victim rt then im felon rt a bitch 200lb ride ur face attempt murder &#128555;&#128555;,No hashtags
1,I&#8217;m logging out RT @Shakez843: ah man RT @OfficiallyIce: The bartenders be sellin pussy too? I thought only the strippers sold pussy.,i&#8217;m log rt ah man rt the bartend sellin pussi too? i thought stripper sold pussy.,No hashtags
1,I''d put a bullet in that bitch...,i''d put bullet bitch...,No hashtags
2,I'd be the best at owning a bird. I could teach them the funniest things to say.,i'd best own bird. i could teach funniest thing say.,No hashtags
2,I'd do anything for an Oreo vanilla bean drink from dunkin &amp; a chocolate chip muffin from there too..I'm starving &amp; that sounds so good now.,i'd anyth oreo vanilla bean drink dunkin &amp; chocol chip muffin too..i'm starv &amp; sound good now.,No hashtags
1,I'd drive me crazy to have to be at that ghetto ass school everyday.,i'd drive crazi ghetto as school everyday.,No hashtags
1,I'd have to go off on a bitch,i'd go bitch,No hashtags
1,I'd hit a Kardashian she threw money at me bruh somebody would have to pull me off that hoe idgaf who she is. Nobody to me anyway lol,i'd hit kardashian threw money brother somebodi would pull hoe idgaf is. nobodi anyway lol,No hashtags
1,I'd kill a bitch to be able to cuddle right now. Ugh. Sucker for the stupid shit. I swear.,i'd kill bitch abl cuddl right now. ugh. sucker stupid shit. i swear.,No hashtags
2,I'd kill to meet Charlie Sheen.,i'd kill meet charli sheen.,No hashtags
1,"I'd like to see someone try to hit me off. Joke's on you bitch, I don't have internet!","i'd like see someon tri hit off. joke' bitch, i internet!",No hashtags
1,I'd rather be at school improving my life than sleeping at home #im #back #bitch,i'd rather school improv life sleep home #im #back #bitch,#im #back #bitch
2,I'd rather follow some girls on Instagram rather than have their bird brain tweets on my tl,i'd rather follow girl instagram rather bird brain tweet tl,No hashtags
1,I'd rather have a flat bitch then a bitch who cheats&#128521;,i'd rather flat bitch bitch cheats&#128521;,No hashtags
2,I'd rather hear Neal DeGrasse Tyson tell me about scientific mistakes in their assumptions than some WASP... http://t.co/tLec4vKUYd,i'd rather hear neal degrass tyson tell scientif mistak assumpt wasp... http://t.co/tlec4vkuyd,No hashtags
1,"I'd shut the fuck up or I'll just be wide and batter any boy you ever go out with haha. Im a cunt, so wit? You cani do shit to stop me... :)","i'd shut fuck i'll wide batter boy ever go haha. im cunt, wit? you cani shit stop me... :)",No hashtags
1,I'll NEVER let a broke bitch influence me &#128564;,i'll never let broke bitch influenc &#128564;,No hashtags
1,I'll always remember feeling like I was no good. Like I couldn't do it for you like that whack bitch could.. &amp; it's all because you lied..,i'll alway rememb feel like i good. like i like whack bitch could.. &amp; lied..,No hashtags
2,I'll be a Yankee fan forever,i'll yanke fan forev,No hashtags
1,"I'll be a bitch if I have to. I don't like to be, but f*ck with me and it'll happen.","i'll bitch i to. i like be, f*ck it'll happen.",No hashtags
1,I'll be a dick if you wanna act like a pussy.,i'll dick wanna act like pussy.,No hashtags
1,I'll be damned if a nigga wife a hood hoe..,i'll damn nigga wife hood hoe..,No hashtags
1,I'll be stripping off layers of clothes the instant we get back to the gate. It's hot as Satan's pussy on this son-bitch,i'll strip layer cloth instant get back gate. it' hot satan' pussi son-bitch,No hashtags
1,I'll be that lmao &#128513;&#128513;&#128513;RT @KoolAssK: @1MarKus_A pussy,i'll lmao &#128513;&#128513;&#128513;rt pussi,No hashtags
1,I'll beat some pussy up right about now,i'll beat pussi right,No hashtags
1,"I'll break any bitch nigga down, I don't care about your size.","i'll break bitch nigga down, i care size.",No hashtags
1,I'll call u bitch for short,i'll call u bitch short,No hashtags
1,"I'll eat ya pussy like a savage, but once you put ya nasty ass feet in my face my socks and drawers already on and I'm out","i'll eat ya pussi like savage, put ya nasti as foot face sock drawer alreadi i'm",No hashtags
1,I'll fuck a bitch real quick,i'll fuck bitch real quick,No hashtags
1,I'll get so much pussy. http://t.co/2plTXgQiqE,i'll get much pussy. http://t.co/2pltxgqiq,No hashtags
2,I'll give you a baby zebra girl.,i'll give babi zebra girl.,No hashtags
1,I'll go to class the last 30 minutes of that hoe,i'll go class last 30 minut hoe,No hashtags
1,I'll have these bitches havin baby's every week,i'll bitch havin baby' everi week,No hashtags
1,I'll keep all comments to myself about tho.... I'll just laugh about it with my nigs,i'll keep comment tho.... i'll laugh nig,No hashtags
2,I'll let u clam on top and let dat nookie pop I'm in dat cookie jar I ain't no rookie girllll,i'll let u clam top let dat nooki pop i'm dat cooki jar i ain't rooki girllll,No hashtags
1,I'll live my life the way I want bitch,i'll live life way i want bitch,No hashtags
1,"I'll pay yall niggas to get lost, how much y'all hoe niggas gunna cost","i'll pay yall nigga get lost, much y'all hoe nigga gunna cost",No hashtags
1,I'll quit being a bitch when you quit being a fake friend. &#128077;&#9996;&#65039;,i'll quit bitch quit fake friend. &#128077;&#9996;&#65039;,No hashtags
1,I'll round up my hoes in a little bit,i'll round hoe littl bit,No hashtags
1,I'll start at the butt and work my way to the pussy,i'll start butt work way pussi,No hashtags
1,I'll still let the plastic bitch do her dollar @DigHerLow.,i'll still let plastic bitch dollar,No hashtags
1,"I'll stop drugs, alcohol, fags, sluts for you. Just give me a chance. It's been a year and I feel the same, that clearly means something.","i'll stop drugs, alcohol, fags, slut you. just give chance. it' year i feel same, clearli mean something.",No hashtags
1,I'll walk away with your money and leave a tip for your bitch,i'll walk away money leav tip bitch,No hashtags
1,"I'm ""walk into my local convenience store &amp; the clerk says 'what up, girl? Keystone is on sale, yo!'"" white trash. Line forms to the RIGHT.","i'm ""walk local conveni store &amp; clerk say 'what up, girl? keyston sale, yo!'"" white trash. line form right.",No hashtags
1,I'm 26 you bitch,i'm 26 bitch,No hashtags
2,"I'm 81 and I still eat animal crackers

 #EMABiggestFans1D",i'm 81 i still eat anim cracker #emabiggestfans1d,#EMABiggestFans1D
2,"I'm Camera Shy, Don't Talk on Phones and Love when it rain.....If youn kno the life you wouldn't understand","i'm camera shy, don't talk phone love rain.....if youn kno life understand",No hashtags
1,I'm HUNGRY I won't give a bitch a time or day. I'm trying take care business &#128129;,i'm hungri i give bitch time day. i'm tri take care busi &#128129;,No hashtags
2,I'm Hun-gry,i'm hun-gri,No hashtags
2,I'm Pregnant Charlie Brown! #WorstPeanutsSpecialEver,i'm pregnant charli brown! #worstpeanutsspecialev,#WorstPeanutsSpecialEver
1,I'm Rick James bitch!,i'm rick jame bitch!,No hashtags
1,I'm Totally tired of being Saudi Arabia's bitch... It's gotten wayyyy old.,i'm total tire saudi arabia' bitch... it' gotten wayyyi old.,No hashtags
1,"I'm Tryn tell yall brah, I went wit a slut n could not stop da bitch frm boppin dat shit scary","i'm tryn tell yall brah, i went wit slut n could stop da bitch frm boppin dat shit scari",No hashtags
1,I'm Tryna turn M's to B's in this bitch!,i'm tryna turn m' b' bitch!,No hashtags
1,I'm XXX triple x rated bitch,i'm xxx tripl x rate bitch,No hashtags
1,I'm a VIPPERloid bitch:P http://t.co/tl2nfXoRSu,i'm vipperloid bitch:p http://t.co/tl2nfxorsu,No hashtags
